evidence_id,alert_id,case_id,analyst_id,timestamp,evidence_type,source,reference,relevance
EVD-002341,ALT-002864,CASE-002864,ANL-4008,2026-01-09T02:32:00Z,SIEM_LOG,Microsoft Sentinel,REF-78260,Supports investigation finding
EVD-002342,ALT-002866,CASE-002866,ANL-4001,2026-01-09T17:08:00Z,SIEM_LOG,Microsoft Sentinel,REF-92577,Supports investigation finding
EVD-002343,ALT-002867,CASE-002867,ANL-4010,2026-01-09T03:03:00Z,SIEM_LOG,Microsoft Sentinel,REF-39624,Supports investigation finding
EVD-002344,ALT-002868,CASE-002868,ANL-4005,2026-01-09T12:26:00Z,ENDPOINT_LOG,Microsoft Sentinel,REF-85833,Supports investigation finding
EVD-002345,ALT-002869,CASE-002869,ANL-4004,2026-01-09T18:10:00Z,PROCESS_TREE,Elastic Security,REF-35580,Supports investigation finding
EVD-002346,ALT-002870,CASE-002870,ANL-4002,2026-01-09T17:00:00Z,PROCESS_TREE,Splunk ES,REF-78342,Supports investigation finding
EVD-002347,ALT-002872,CASE-002872,ANL-4002,2026-01-09T13:59:00Z,THREAT_INTELLIGENCE,Microsoft Sentinel,REF-42073,Supports investigation finding
EVD-002348,ALT-002875,CASE-002875,ANL-4001,2026-01-09T13:18:00Z,NETWORK_LOG,Splunk ES,REF-33851,Supports investigation finding
EVD-002349,ALT-002876,CASE-002876,ANL-4009,2026-01-09T21:37:00Z,PROCESS_TREE,Microsoft Sentinel,REF-76155,Supports investigation finding
EVD-002350,ALT-002878,CASE-002878,ANL-4013,2026-01-09T01:38:00Z,AUTHENTICATION_LOG,IBM QRadar,REF-27611,Supports investigation finding
EVD-002351,ALT-002880,CASE-002880,ANL-4012,2026-01-09T22:40:00Z,AUTHENTICATION_LOG,Splunk ES,REF-61566,Supports investigation finding
EVD-002352,ALT-002881,CASE-002881,ANL-4005,2026-01-09T22:16:00Z,CASE_NOTE,Microsoft Sentinel,REF-85673,Supports investigation finding
EVD-002353,ALT-002882,CASE-002882,ANL-4008,2026-01-09T02:03:00Z,NETWORK_LOG,Microsoft Sentinel,REF-79668,Supports investigation finding
EVD-002354,ALT-002883,CASE-002883,ANL-4006,2026-01-09T15:47:00Z,THREAT_INTELLIGENCE,Splunk ES,REF-54425,Supports investigation finding
EVD-002355,ALT-002884,CASE-002884,ANL-4013,2026-01-09T12:19:00Z,PROCESS_TREE,Elastic Security,REF-33323,Supports investigation finding
EVD-002356,ALT-002885,CASE-002885,ANL-4013,2026-01-09T11:25:00Z,CASE_NOTE,Microsoft Sentinel,REF-30024,Supports investigation finding
EVD-002357,ALT-002887,CASE-002887,ANL-4006,2026-01-09T19:18:00Z,THREAT_INTELLIGENCE,Microsoft Sentinel,REF-97893,Supports investigation finding
EVD-002358,ALT-002888,CASE-002888,ANL-4013,2026-01-09T02:58:00Z,SIEM_LOG,Elastic Security,REF-55935,Supports investigation finding
EVD-002359,ALT-002889,CASE-002889,ANL-4005,2026-01-09T03:13:00Z,ENDPOINT_LOG,Splunk ES,REF-66557,Supports investigation finding
EVD-002360,ALT-002890,CASE-002890,ANL-4011,2026-01-09T06:54:00Z,ENDPOINT_LOG,Elastic Security,REF-16975,Supports investigation finding
EVD-002361,ALT-002891,CASE-002891,ANL-4004,2026-01-09T06:01:00Z,AUTHENTICATION_LOG,Microsoft Sentinel,REF-79544,Supports investigation finding
EVD-002362,ALT-002894,CASE-002894,ANL-4013,2026-01-09T13:21:00Z,SIEM_LOG,Elastic Security,REF-53561,Supports investigation finding
EVD-002363,ALT-002895,CASE-002895,ANL-4008,2026-01-09T23:02:00Z,THREAT_INTELLIGENCE,Microsoft Sentinel,REF-92755,Supports investigation finding
EVD-002364,ALT-002896,CASE-002896,ANL-4012,2026-01-10T00:51:00Z,NETWORK_LOG,Splunk ES,REF-24950,Supports investigation finding
EVD-002365,ALT-002897,CASE-002897,ANL-4012,2026-01-09T19:00:00Z,AUTHENTICATION_LOG,IBM QRadar,REF-23760,Supports investigation finding
EVD-002366,ALT-002898,CASE-002898,ANL-4011,2026-01-09T11:20:00Z,AUTHENTICATION_LOG,Microsoft Sentinel,REF-73514,Supports investigation finding
EVD-002367,ALT-002899,CASE-002899,ANL-4002,2026-01-09T04:36:00Z,AUTHENTICATION_LOG,Elastic Security,REF-63891,Supports investigation finding
EVD-002368,ALT-002900,CASE-002900,ANL-4001,2026-01-09T04:00:00Z,SIEM_LOG,Splunk ES,REF-19523,Supports investigation finding
EVD-002369,ALT-002901,CASE-002901,ANL-4011,2026-01-09T11:18:00Z,ENDPOINT_LOG,IBM QRadar,REF-84720,Supports investigation finding
EVD-002370,ALT-002902,CASE-002902,ANL-4004,2026-01-09T02:49:00Z,PROCESS_TREE,IBM QRadar,REF-59815,Supports investigation finding
EVD-002371,ALT-002903,CASE-002903,ANL-4008,2026-01-09T13:50:00Z,ENDPOINT_LOG,IBM QRadar,REF-29394,Supports investigation finding
EVD-002372,ALT-002904,CASE-002904,ANL-4001,2026-01-09T14:24:00Z,NETWORK_LOG,Splunk ES,REF-25233,Supports investigation finding
EVD-002373,ALT-002906,CASE-002906,ANL-4010,2026-01-09T16:08:00Z,PROCESS_TREE,Splunk ES,REF-10778,Supports investigation finding
EVD-002374,ALT-002907,CASE-002907,ANL-4009,2026-01-09T12:07:00Z,AUTHENTICATION_LOG,Elastic Security,REF-89042,Supports investigation finding
EVD-002375,ALT-002909,CASE-002909,ANL-4004,2026-01-09T07:53:00Z,PROCESS_TREE,IBM QRadar,REF-15921,Supports investigation finding
EVD-002376,ALT-002911,CASE-002911,ANL-4009,2026-01-09T23:17:00Z,CASE_NOTE,Splunk ES,REF-68149,Supports investigation finding
EVD-002377,ALT-002914,CASE-002914,ANL-4011,2026-01-09T22:48:00Z,THREAT_INTELLIGENCE,Splunk ES,REF-44806,Supports investigation finding
EVD-002378,ALT-002915,CASE-002915,ANL-4012,2026-01-09T08:56:00Z,CASE_NOTE,Microsoft Sentinel,REF-94466,Supports investigation finding
EVD-002379,ALT-002917,CASE-002917,ANL-4013,2026-01-09T22:24:00Z,ENDPOINT_LOG,Elastic Security,REF-53381,Supports investigation finding
EVD-002380,ALT-002919,CASE-002919,ANL-4008,2026-01-09T19:17:00Z,ENDPOINT_LOG,Microsoft Sentinel,REF-49315,Supports investigation finding
EVD-002381,ALT-002920,CASE-002920,ANL-4003,2026-01-09T20:27:00Z,AUTHENTICATION_LOG,Elastic Security,REF-29102,Supports investigation finding
EVD-002382,ALT-002922,CASE-002922,ANL-4005,2026-01-10T06:11:00Z,CASE_NOTE,IBM QRadar,REF-50975,Supports investigation finding
EVD-002383,ALT-002923,CASE-002923,ANL-4012,2026-01-10T05:24:00Z,CASE_NOTE,IBM QRadar,REF-56061,Supports investigation finding
EVD-002384,ALT-002924,CASE-002924,ANL-4002,2026-01-10T09:10:00Z,PROCESS_TREE,Microsoft Sentinel,REF-18064,Supports investigation finding
EVD-002385,ALT-002925,CASE-002925,ANL-4005,2026-01-10T01:13:00Z,AUTHENTICATION_LOG,Elastic Security,REF-76061,Supports investigation finding
EVD-002386,ALT-002926,CASE-002926,ANL-4002,2026-01-10T11:54:00Z,THREAT_INTELLIGENCE,Splunk ES,REF-74793,Supports investigation finding
EVD-002387,ALT-002927,CASE-002927,ANL-4013,2026-01-10T13:03:00Z,PROCESS_TREE,Elastic Security,REF-91966,Supports investigation finding
EVD-002388,ALT-002928,CASE-002928,ANL-4012,2026-01-10T08:59:00Z,SIEM_LOG,Splunk ES,REF-28533,Supports investigation finding
EVD-002389,ALT-002929,CASE-002929,ANL-4009,2026-01-10T08:27:00Z,NETWORK_LOG,Elastic Security,REF-51538,Supports investigation finding
EVD-002390,ALT-002930,CASE-002930,ANL-4001,2026-01-10T22:50:00Z,THREAT_INTELLIGENCE,Elastic Security,REF-61458,Supports investigation finding
EVD-002391,ALT-002931,CASE-002931,ANL-4002,2026-01-10T21:29:00Z,SIEM_LOG,IBM QRadar,REF-42936,Supports investigation finding
EVD-002392,ALT-002933,CASE-002933,ANL-4011,2026-01-10T23:27:00Z,AUTHENTICATION_LOG,Microsoft Sentinel,REF-75986,Supports investigation finding
EVD-002393,ALT-002935,CASE-002935,ANL-4012,2026-01-10T04:40:00Z,ENDPOINT_LOG,Elastic Security,REF-73514,Supports investigation finding
EVD-002394,ALT-002937,CASE-002937,ANL-4009,2026-01-10T11:58:00Z,THREAT_INTELLIGENCE,Splunk ES,REF-30587,Supports investigation finding
EVD-002395,ALT-002938,CASE-002938,ANL-4003,2026-01-10T00:35:00Z,SIEM_LOG,Microsoft Sentinel,REF-71258,Supports investigation finding
EVD-002396,ALT-002939,CASE-002939,ANL-4003,2026-01-10T15:25:00Z,CASE_NOTE,Microsoft Sentinel,REF-87498,Supports investigation finding
EVD-002397,ALT-002940,CASE-002940,ANL-4008,2026-01-10T15:47:00Z,NETWORK_LOG,Splunk ES,REF-87899,Supports investigation finding
EVD-002398,ALT-002941,CASE-002941,ANL-4005,2026-01-10T12:42:00Z,SIEM_LOG,Elastic Security,REF-98156,Supports investigation finding
EVD-002399,ALT-002943,CASE-002943,ANL-4001,2026-01-10T13:20:00Z,CASE_NOTE,Splunk ES,REF-38231,Supports investigation finding
EVD-002400,ALT-002945,CASE-002945,ANL-4009,2026-01-10T16:43:00Z,AUTHENTICATION_LOG,IBM QRadar,REF-46163,Supports investigation finding
EVD-002401,ALT-002946,CASE-002946,ANL-4003,2026-01-10T01:28:00Z,CASE_NOTE,Microsoft Sentinel,REF-41615,Supports investigation finding
EVD-002402,ALT-002947,CASE-002947,ANL-4010,2026-01-10T02:00:00Z,SIEM_LOG,IBM QRadar,REF-48967,Supports investigation finding
EVD-002403,ALT-002948,CASE-002948,ANL-4001,2026-01-10T14:12:00Z,NETWORK_LOG,Microsoft Sentinel,REF-58828,Supports investigation finding
EVD-002404,ALT-002950,CASE-002950,ANL-4010,2026-01-10T06:03:00Z,AUTHENTICATION_LOG,Splunk ES,REF-24652,Supports investigation finding
EVD-002405,ALT-002951,CASE-002951,ANL-4006,2026-01-10T15:39:00Z,THREAT_INTELLIGENCE,Microsoft Sentinel,REF-79762,Supports investigation finding
EVD-002406,ALT-002952,CASE-002952,ANL-4013,2026-01-10T10:24:00Z,ENDPOINT_LOG,Elastic Security,REF-92833,Supports investigation finding
EVD-002407,ALT-002953,CASE-002953,ANL-4007,2026-01-10T19:35:00Z,PROCESS_TREE,Splunk ES,REF-69170,Supports investigation finding
EVD-002408,ALT-002955,CASE-002955,ANL-4013,2026-01-10T16:38:00Z,THREAT_INTELLIGENCE,Elastic Security,REF-75255,Supports investigation finding
EVD-002409,ALT-002956,CASE-002956,ANL-4007,2026-01-10T04:10:00Z,PROCESS_TREE,IBM QRadar,REF-34061,Supports investigation finding
EVD-002410,ALT-002960,CASE-002960,ANL-4008,2026-01-10T05:47:00Z,CASE_NOTE,IBM QRadar,REF-10090,Supports investigation finding
EVD-002411,ALT-002961,CASE-002961,ANL-4002,2026-01-11T14:39:00Z,AUTHENTICATION_LOG,Splunk ES,REF-83740,Supports investigation finding
EVD-002412,ALT-002963,CASE-002963,ANL-4013,2026-01-11T12:54:00Z,THREAT_INTELLIGENCE,Splunk ES,REF-75130,Supports investigation finding
EVD-002413,ALT-002964,CASE-002964,ANL-4002,2026-01-11T04:23:00Z,PROCESS_TREE,Microsoft Sentinel,REF-89686,Supports investigation finding
EVD-002414,ALT-002965,CASE-002965,ANL-4001,2026-01-11T00:46:00Z,PROCESS_TREE,Elastic Security,REF-19330,Supports investigation finding
EVD-002415,ALT-002966,CASE-002966,ANL-4012,2026-01-12T01:45:00Z,AUTHENTICATION_LOG,Splunk ES,REF-73630,Supports investigation finding
EVD-002416,ALT-002967,CASE-002967,ANL-4009,2026-01-11T03:14:00Z,AUTHENTICATION_LOG,IBM QRadar,REF-93705,Supports investigation finding
EVD-002417,ALT-002968,CASE-002968,ANL-4009,2026-01-11T04:06:00Z,ENDPOINT_LOG,IBM QRadar,REF-11380,Supports investigation finding
EVD-002418,ALT-002969,CASE-002969,ANL-4011,2026-01-11T21:54:00Z,CASE_NOTE,IBM QRadar,REF-49018,Supports investigation finding
EVD-002419,ALT-002972,CASE-002972,ANL-4006,2026-01-11T21:51:00Z,THREAT_INTELLIGENCE,Elastic Security,REF-95740,Supports investigation finding
EVD-002420,ALT-002973,CASE-002973,ANL-4005,2026-01-12T01:13:00Z,ENDPOINT_LOG,Elastic Security,REF-40344,Supports investigation finding
EVD-002421,ALT-002974,CASE-002974,ANL-4001,2026-01-11T18:26:00Z,AUTHENTICATION_LOG,Microsoft Sentinel,REF-36415,Supports investigation finding
EVD-002422,ALT-002978,CASE-002978,ANL-4012,2026-01-11T04:00:00Z,AUTHENTICATION_LOG,IBM QRadar,REF-40772,Supports investigation finding
EVD-002423,ALT-002979,CASE-002979,ANL-4001,2026-01-11T06:57:00Z,AUTHENTICATION_LOG,IBM QRadar,REF-21862,Supports investigation finding
EVD-002424,ALT-002981,CASE-002981,ANL-4002,2026-01-12T00:06:00Z,NETWORK_LOG,Microsoft Sentinel,REF-59222,Supports investigation finding
EVD-002425,ALT-002982,CASE-002982,ANL-4013,2026-01-11T21:42:00Z,ENDPOINT_LOG,Elastic Security,REF-99771,Supports investigation finding
EVD-002426,ALT-002983,CASE-002983,ANL-4010,2026-01-11T15:26:00Z,AUTHENTICATION_LOG,IBM QRadar,REF-70600,Supports investigation finding
EVD-002427,ALT-002984,CASE-002984,ANL-4004,2026-01-11T16:04:00Z,NETWORK_LOG,Splunk ES,REF-23419,Supports investigation finding
EVD-002428,ALT-002985,CASE-002985,ANL-4009,2026-01-12T00:06:00Z,SIEM_LOG,IBM QRadar,REF-20483,Supports investigation finding
EVD-002429,ALT-002986,CASE-002986,ANL-4003,2026-01-11T23:01:00Z,NETWORK_LOG,Splunk ES,REF-63395,Supports investigation finding
EVD-002430,ALT-002987,CASE-002987,ANL-4010,2026-01-11T19:20:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-59873,Supports investigation finding
EVD-002431,ALT-002988,CASE-002988,ANL-4009,2026-01-11T19:22:00Z,CASE_NOTE,Microsoft Sentinel,REF-30922,Supports investigation finding
EVD-002432,ALT-002989,CASE-002989,ANL-4007,2026-01-11T09:34:00Z,SIEM_LOG,Microsoft Sentinel,REF-91663,Supports investigation finding
EVD-002433,ALT-002991,CASE-002991,ANL-4011,2026-01-11T12:03:00Z,PROCESS_TREE,Microsoft Sentinel,REF-79410,Supports investigation finding
EVD-002434,ALT-002992,CASE-002992,ANL-4006,2026-01-12T00:47:00Z,PROCESS_TREE,IBM QRadar,REF-39581,Supports investigation finding
EVD-002435,ALT-002993,CASE-002993,ANL-4006,2026-01-11T10:37:00Z,SIEM_LOG,Elastic Security,REF-35449,Supports investigation finding
EVD-002436,ALT-002994,CASE-002994,ANL-4012,2026-01-11T18:25:00Z,CASE_NOTE,Elastic Security,REF-51622,Supports investigation finding
EVD-002437,ALT-002996,CASE-002996,ANL-4001,2026-01-11T03:29:00Z,AUTHENTICATION_LOG,Splunk ES,REF-94364,Supports investigation finding
EVD-002438,ALT-002997,CASE-002997,ANL-4001,2026-01-11T07:30:00Z,ENDPOINT_LOG,Elastic Security,REF-20143,Supports investigation finding
EVD-002439,ALT-002998,CASE-002998,ANL-4009,2026-01-11T07:19:00Z,SIEM_LOG,IBM QRadar,REF-77442,Supports investigation finding
EVD-002440,ALT-002999,CASE-002999,ANL-4012,2026-01-11T02:31:00Z,CASE_NOTE,Microsoft Sentinel,REF-60369,Supports investigation finding
EVD-002441,ALT-003001,CASE-003001,ANL-4004,2026-01-12T22:19:00Z,THREAT_INTELLIGENCE,Microsoft Sentinel,REF-60629,Supports investigation finding
EVD-002442,ALT-003003,CASE-003003,ANL-4003,2026-01-12T17:31:00Z,THREAT_INTELLIGENCE,Splunk ES,REF-28675,Supports investigation finding
EVD-002443,ALT-003004,CASE-003004,ANL-4001,2026-01-12T23:59:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-68713,Supports investigation finding
EVD-002444,ALT-003005,CASE-003005,ANL-4001,2026-01-12T17:17:00Z,PROCESS_TREE,Splunk ES,REF-33980,Supports investigation finding
EVD-002445,ALT-003006,CASE-003006,ANL-4013,2026-01-13T01:36:00Z,SIEM_LOG,Splunk ES,REF-33858,Supports investigation finding
EVD-002446,ALT-003008,CASE-003008,ANL-4007,2026-01-12T07:21:00Z,NETWORK_LOG,Microsoft Sentinel,REF-42001,Supports investigation finding
EVD-002447,ALT-003009,CASE-003009,ANL-4010,2026-01-12T05:57:00Z,AUTHENTICATION_LOG,Splunk ES,REF-33719,Supports investigation finding
EVD-002448,ALT-003010,CASE-003010,ANL-4008,2026-01-12T08:55:00Z,CASE_NOTE,Elastic Security,REF-73104,Supports investigation finding
EVD-002449,ALT-003011,CASE-003011,ANL-4011,2026-01-12T12:14:00Z,PROCESS_TREE,Microsoft Sentinel,REF-90028,Supports investigation finding
EVD-002450,ALT-003012,CASE-003012,ANL-4009,2026-01-12T16:54:00Z,ENDPOINT_LOG,IBM QRadar,REF-87796,Supports investigation finding
EVD-002451,ALT-003013,CASE-003013,ANL-4007,2026-01-12T17:30:00Z,NETWORK_LOG,Microsoft Sentinel,REF-29973,Supports investigation finding
EVD-002452,ALT-003014,CASE-003014,ANL-4012,2026-01-12T01:33:00Z,PROCESS_TREE,Splunk ES,REF-92326,Supports investigation finding
EVD-002453,ALT-003017,CASE-003017,ANL-4001,2026-01-12T13:09:00Z,SIEM_LOG,IBM QRadar,REF-93526,Supports investigation finding
EVD-002454,ALT-003018,CASE-003018,ANL-4007,2026-01-12T20:40:00Z,NETWORK_LOG,Splunk ES,REF-37946,Supports investigation finding
EVD-002455,ALT-003019,CASE-003019,ANL-4004,2026-01-12T09:55:00Z,SIEM_LOG,Splunk ES,REF-95808,Supports investigation finding
EVD-002456,ALT-003020,CASE-003020,ANL-4009,2026-01-12T19:06:00Z,CASE_NOTE,Splunk ES,REF-38400,Supports investigation finding
EVD-002457,ALT-003021,CASE-003021,ANL-4007,2026-01-12T14:28:00Z,CASE_NOTE,IBM QRadar,REF-63207,Supports investigation finding
EVD-002458,ALT-003023,CASE-003023,ANL-4007,2026-01-12T12:35:00Z,NETWORK_LOG,Splunk ES,REF-73477,Supports investigation finding
EVD-002459,ALT-003024,CASE-003024,ANL-4013,2026-01-12T07:25:00Z,CASE_NOTE,IBM QRadar,REF-78845,Supports investigation finding
EVD-002460,ALT-003025,CASE-003025,ANL-4010,2026-01-12T17:26:00Z,SIEM_LOG,Elastic Security,REF-46484,Supports investigation finding
EVD-002461,ALT-003028,CASE-003028,ANL-4002,2026-01-12T22:13:00Z,SIEM_LOG,Elastic Security,REF-58856,Supports investigation finding
EVD-002462,ALT-003029,CASE-003029,ANL-4013,2026-01-12T23:37:00Z,ENDPOINT_LOG,Splunk ES,REF-80497,Supports investigation finding
EVD-002463,ALT-003030,CASE-003030,ANL-4009,2026-01-12T20:50:00Z,NETWORK_LOG,Elastic Security,REF-74398,Supports investigation finding
EVD-002464,ALT-003031,CASE-003031,ANL-4006,2026-01-12T15:57:00Z,AUTHENTICATION_LOG,Elastic Security,REF-64524,Supports investigation finding
EVD-002465,ALT-003034,CASE-003034,ANL-4006,2026-01-12T07:31:00Z,NETWORK_LOG,IBM QRadar,REF-12177,Supports investigation finding
EVD-002466,ALT-003035,CASE-003035,ANL-4006,2026-01-12T20:37:00Z,ENDPOINT_LOG,Splunk ES,REF-49490,Supports investigation finding
EVD-002467,ALT-003036,CASE-003036,ANL-4009,2026-01-12T22:01:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-22537,Supports investigation finding
EVD-002468,ALT-003039,CASE-003039,ANL-4009,2026-01-12T05:04:00Z,ENDPOINT_LOG,IBM QRadar,REF-46366,Supports investigation finding
EVD-002469,ALT-003041,CASE-003041,ANL-4012,2026-01-13T13:46:00Z,ENDPOINT_LOG,Elastic Security,REF-28614,Supports investigation finding
EVD-002470,ALT-003042,CASE-003042,ANL-4001,2026-01-13T22:29:00Z,ENDPOINT_LOG,Microsoft Sentinel,REF-63693,Supports investigation finding
EVD-002471,ALT-003043,CASE-003043,ANL-4010,2026-01-13T15:33:00Z,PROCESS_TREE,IBM QRadar,REF-84080,Supports investigation finding
EVD-002472,ALT-003044,CASE-003044,ANL-4007,2026-01-13T15:36:00Z,PROCESS_TREE,Splunk ES,REF-74899,Supports investigation finding
EVD-002473,ALT-003045,CASE-003045,ANL-4011,2026-01-13T06:39:00Z,CASE_NOTE,Elastic Security,REF-61069,Supports investigation finding
EVD-002474,ALT-003046,CASE-003046,ANL-4002,2026-01-13T09:59:00Z,THREAT_INTELLIGENCE,Splunk ES,REF-35359,Supports investigation finding
EVD-002475,ALT-003047,CASE-003047,ANL-4011,2026-01-13T07:45:00Z,SIEM_LOG,IBM QRadar,REF-49760,Supports investigation finding
EVD-002476,ALT-003048,CASE-003048,ANL-4013,2026-01-13T08:32:00Z,ENDPOINT_LOG,Elastic Security,REF-80760,Supports investigation finding
EVD-002477,ALT-003049,CASE-003049,ANL-4010,2026-01-13T14:12:00Z,SIEM_LOG,IBM QRadar,REF-21165,Supports investigation finding
EVD-002478,ALT-003050,CASE-003050,ANL-4012,2026-01-13T17:47:00Z,THREAT_INTELLIGENCE,Microsoft Sentinel,REF-34935,Supports investigation finding
EVD-002479,ALT-003051,CASE-003051,ANL-4010,2026-01-13T07:02:00Z,AUTHENTICATION_LOG,Microsoft Sentinel,REF-86396,Supports investigation finding
EVD-002480,ALT-003053,CASE-003053,ANL-4007,2026-01-13T21:24:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-64743,Supports investigation finding
EVD-002481,ALT-003055,CASE-003055,ANL-4005,2026-01-13T19:53:00Z,AUTHENTICATION_LOG,Microsoft Sentinel,REF-47751,Supports investigation finding
EVD-002482,ALT-003056,CASE-003056,ANL-4011,2026-01-13T22:11:00Z,PROCESS_TREE,Microsoft Sentinel,REF-42716,Supports investigation finding
EVD-002483,ALT-003057,CASE-003057,ANL-4008,2026-01-13T20:21:00Z,NETWORK_LOG,Elastic Security,REF-51849,Supports investigation finding
EVD-002484,ALT-003059,CASE-003059,ANL-4009,2026-01-13T05:48:00Z,PROCESS_TREE,IBM QRadar,REF-73969,Supports investigation finding
EVD-002485,ALT-003060,CASE-003060,ANL-4009,2026-01-13T08:50:00Z,PROCESS_TREE,Splunk ES,REF-84065,Supports investigation finding
EVD-002486,ALT-003061,CASE-003061,ANL-4013,2026-01-13T13:18:00Z,THREAT_INTELLIGENCE,Elastic Security,REF-60199,Supports investigation finding
EVD-002487,ALT-003064,CASE-003064,ANL-4013,2026-01-13T16:13:00Z,PROCESS_TREE,Splunk ES,REF-35833,Supports investigation finding
EVD-002488,ALT-003065,CASE-003065,ANL-4006,2026-01-13T19:17:00Z,ENDPOINT_LOG,Elastic Security,REF-73028,Supports investigation finding
EVD-002489,ALT-003066,CASE-003066,ANL-4003,2026-01-13T11:57:00Z,AUTHENTICATION_LOG,IBM QRadar,REF-87694,Supports investigation finding
EVD-002490,ALT-003067,CASE-003067,ANL-4012,2026-01-13T13:42:00Z,AUTHENTICATION_LOG,Elastic Security,REF-80041,Supports investigation finding
EVD-002491,ALT-003068,CASE-003068,ANL-4005,2026-01-13T10:21:00Z,THREAT_INTELLIGENCE,Elastic Security,REF-63877,Supports investigation finding
EVD-002492,ALT-003069,CASE-003069,ANL-4008,2026-01-13T02:38:00Z,ENDPOINT_LOG,Elastic Security,REF-89170,Supports investigation finding
EVD-002493,ALT-003070,CASE-003070,ANL-4010,2026-01-13T23:17:00Z,CASE_NOTE,Splunk ES,REF-92431,Supports investigation finding
EVD-002494,ALT-003071,CASE-003071,ANL-4010,2026-01-13T04:46:00Z,ENDPOINT_LOG,Microsoft Sentinel,REF-36571,Supports investigation finding
EVD-002495,ALT-003072,CASE-003072,ANL-4002,2026-01-14T00:37:00Z,AUTHENTICATION_LOG,Microsoft Sentinel,REF-96864,Supports investigation finding
EVD-002496,ALT-003073,CASE-003073,ANL-4012,2026-01-13T22:29:00Z,ENDPOINT_LOG,IBM QRadar,REF-46719,Supports investigation finding
EVD-002497,ALT-003075,CASE-003075,ANL-4003,2026-01-13T07:33:00Z,PROCESS_TREE,Elastic Security,REF-42834,Supports investigation finding
EVD-002498,ALT-003076,CASE-003076,ANL-4011,2026-01-13T09:31:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-31329,Supports investigation finding
EVD-002499,ALT-003077,CASE-003077,ANL-4010,2026-01-13T22:03:00Z,CASE_NOTE,Splunk ES,REF-37884,Supports investigation finding
EVD-002500,ALT-003078,CASE-003078,ANL-4012,2026-01-13T09:33:00Z,NETWORK_LOG,Elastic Security,REF-85501,Supports investigation finding
EVD-002501,ALT-003079,CASE-003079,ANL-4003,2026-01-14T00:58:00Z,PROCESS_TREE,IBM QRadar,REF-20575,Supports investigation finding
EVD-002502,ALT-003080,CASE-003080,ANL-4001,2026-01-14T00:02:00Z,ENDPOINT_LOG,Elastic Security,REF-83441,Supports investigation finding
EVD-002503,ALT-003081,CASE-003081,ANL-4011,2026-01-14T05:35:00Z,CASE_NOTE,Splunk ES,REF-56409,Supports investigation finding
EVD-002504,ALT-003082,CASE-003082,ANL-4007,2026-01-14T09:51:00Z,SIEM_LOG,Splunk ES,REF-64912,Supports investigation finding
EVD-002505,ALT-003083,CASE-003083,ANL-4002,2026-01-14T12:56:00Z,AUTHENTICATION_LOG,Elastic Security,REF-64118,Supports investigation finding
EVD-002506,ALT-003084,CASE-003084,ANL-4002,2026-01-14T05:12:00Z,SIEM_LOG,Splunk ES,REF-29234,Supports investigation finding
EVD-002507,ALT-003085,CASE-003085,ANL-4009,2026-01-14T20:03:00Z,NETWORK_LOG,Microsoft Sentinel,REF-42290,Supports investigation finding
EVD-002508,ALT-003087,CASE-003087,ANL-4005,2026-01-14T20:31:00Z,PROCESS_TREE,Microsoft Sentinel,REF-59027,Supports investigation finding
EVD-002509,ALT-003088,CASE-003088,ANL-4002,2026-01-15T01:39:00Z,PROCESS_TREE,IBM QRadar,REF-47701,Supports investigation finding
EVD-002510,ALT-003089,CASE-003089,ANL-4003,2026-01-14T09:00:00Z,NETWORK_LOG,Splunk ES,REF-44064,Supports investigation finding
EVD-002511,ALT-003091,CASE-003091,ANL-4013,2026-01-14T09:16:00Z,SIEM_LOG,Microsoft Sentinel,REF-30182,Supports investigation finding
EVD-002512,ALT-003092,CASE-003092,ANL-4005,2026-01-14T16:51:00Z,SIEM_LOG,Splunk ES,REF-42810,Supports investigation finding
EVD-002513,ALT-003093,CASE-003093,ANL-4002,2026-01-14T10:23:00Z,CASE_NOTE,Elastic Security,REF-25984,Supports investigation finding
EVD-002514,ALT-003094,CASE-003094,ANL-4011,2026-01-14T07:43:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-90277,Supports investigation finding
EVD-002515,ALT-003097,CASE-003097,ANL-4008,2026-01-14T12:44:00Z,THREAT_INTELLIGENCE,Microsoft Sentinel,REF-71546,Supports investigation finding
EVD-002516,ALT-003099,CASE-003099,ANL-4009,2026-01-14T22:32:00Z,AUTHENTICATION_LOG,Splunk ES,REF-42178,Supports investigation finding
EVD-002517,ALT-003100,CASE-003100,ANL-4009,2026-01-14T01:30:00Z,CASE_NOTE,IBM QRadar,REF-85637,Supports investigation finding
EVD-002518,ALT-003101,CASE-003101,ANL-4007,2026-01-14T06:33:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-82209,Supports investigation finding
EVD-002519,ALT-003103,CASE-003103,ANL-4009,2026-01-14T13:39:00Z,NETWORK_LOG,Microsoft Sentinel,REF-12831,Supports investigation finding
